pmed.pure,v.tot,v.med,v.dir,n.med,pval.cut,n.direct,file,method,tissue,trait,treatment
0,2.80071167949897,0,2.80071167949897,0,0.05,24,res.fixed.pcut_sum_T3_stdN_ts_GRoot.csv,res.fixed,GRoot,T3_stdN,stdN
0,3.68194504427196,0,3.68194504427196,0,0.05,34,res.fixed.pcut_sum_T3_stdN_ts_GShoot.csv,res.fixed,GShoot,T3_stdN,stdN
0,2.75958120271336,0,2.75958120271336,0,0.05,32,res.fixed.pcut_sum_T3_stdN_ts_Kern.csv,res.fixed,Kern,T3_stdN,stdN
0,3.14320013976252,0,3.14320013976252,0,0.05,30,res.fixed.pcut_sum_T3_stdN_ts_L3Base.csv,res.fixed,L3Base,T3_stdN,stdN
0.0288180605111514,3.69781405964953,0.106563829329967,3.26846816378456,2,0.05,62,res.fixed.pcut_sum_T3_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T3_stdN,stdN
0,3.00042983889038,0,3.00042983889038,0,0.05,17,res.fixed.pcut_sum_T3_stdN_ts_LMAD.csv,res.fixed,LMAD,T3_stdN,stdN
NA,0,0,0,0,0.05,0,res.fixed.pcut_sum_T3_stdN_ts_LMAN.csv,res.fixed,LMAN,T3_stdN,stdN
0,0.344916915728089,0,0.344916915728089,0,0.05,21,res.fixed.pcut_sum_T30_lowN_ts_GRoot.csv,res.fixed,GRoot,T30_lowN,lowN
0,0.31787760438379,0,0.31787760438379,0,0.05,17,res.fixed.pcut_sum_T30_lowN_ts_GShoot.csv,res.fixed,GShoot,T30_lowN,lowN
0,0.258373904451168,0,0.258373904451168,0,0.05,36,res.fixed.pcut_sum_T30_lowN_ts_Kern.csv,res.fixed,Kern,T30_lowN,lowN
0,0.151001229957425,0,0.151001229957425,0,0.05,20,res.fixed.pcut_sum_T30_lowN_ts_L3Base.csv,res.fixed,L3Base,T30_lowN,lowN
0,0.277018648839801,0,0.277018648839801,0,0.05,52,res.fixed.pcut_sum_T30_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T30_lowN,lowN
0,0.328633561913846,0,0.328633561913846,0,0.05,63,res.fixed.pcut_sum_T30_lowN_ts_LMAD.csv,res.fixed,LMAD,T30_lowN,lowN
0,0.149985989618816,0,0.149985989618816,0,0.05,32,res.fixed.pcut_sum_T30_lowN_ts_LMAN.csv,res.fixed,LMAN,T30_lowN,lowN
0,1.53911433629253,0,1.53911433629253,0,0.05,67,res.fixed.pcut_sum_T30_stdN_ts_GRoot.csv,res.fixed,GRoot,T30_stdN,stdN
0,1.76869144966239,0,1.76869144966239,0,0.05,80,res.fixed.pcut_sum_T30_stdN_ts_GShoot.csv,res.fixed,GShoot,T30_stdN,stdN
0,1.04810108418848,0,1.04810108418848,0,0.05,53,res.fixed.pcut_sum_T30_stdN_ts_Kern.csv,res.fixed,Kern,T30_stdN,stdN
0.031682324020032,0.694466218915795,0.0220023037686567,0.681722509843279,1,0.05,7,res.fixed.pcut_sum_T30_stdN_ts_L3Base.csv,res.fixed,L3Base,T30_stdN,stdN
0.214003232725026,1.06702780930073,0.228347400597859,0.791073862032713,1,0.05,15,res.fixed.pcut_sum_T30_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T30_stdN,stdN
0,0.908232102311055,0,0.908232102311055,0,0.05,14,res.fixed.pcut_sum_T30_stdN_ts_LMAD.csv,res.fixed,LMAD,T30_stdN,stdN
0,1.39368477857032,0,1.39368477857032,0,0.05,29,res.fixed.pcut_sum_T30_stdN_ts_LMAN.csv,res.fixed,LMAN,T30_stdN,stdN
0,2.12242926619382,0,2.12242926619382,0,0.05,47,res.fixed.pcut_sum_T31_lowN_ts_GRoot.csv,res.fixed,GRoot,T31_lowN,lowN
0,2.27835511604805,0,2.27835511604805,0,0.05,43,res.fixed.pcut_sum_T31_lowN_ts_GShoot.csv,res.fixed,GShoot,T31_lowN,lowN
0,1.72825020459078,0,1.72825020459078,0,0.05,47,res.fixed.pcut_sum_T31_lowN_ts_Kern.csv,res.fixed,Kern,T31_lowN,lowN
0.00568806558103255,1.96888750166875,0.0111991612311672,1.94888470299474,1,0.05,66,res.fixed.pcut_sum_T31_lowN_ts_L3Base.csv,res.fixed,L3Base,T31_lowN,lowN
0.708910806449351,0.14881920632988,0.105499543574468,0.0260435768206478,3,0.05,2,res.fixed.pcut_sum_T31_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T31_lowN,lowN
0,1.31897588674217,0,1.31897588674217,0,0.05,18,res.fixed.pcut_sum_T31_lowN_ts_LMAD.csv,res.fixed,LMAD,T31_lowN,lowN
0,1.22080122764099,0,1.22080122764099,0,0.05,37,res.fixed.pcut_sum_T31_lowN_ts_LMAN.csv,res.fixed,LMAN,T31_lowN,lowN
0,1.8537541605701,0,1.8537541605701,0,0.05,24,res.fixed.pcut_sum_T31_stdN_ts_GRoot.csv,res.fixed,GRoot,T31_stdN,stdN
0,2.17940503242322,0,2.17940503242322,0,0.05,36,res.fixed.pcut_sum_T31_stdN_ts_GShoot.csv,res.fixed,GShoot,T31_stdN,stdN
0,0.837715763407706,0,0.837715763407706,0,0.05,20,res.fixed.pcut_sum_T31_stdN_ts_Kern.csv,res.fixed,Kern,T31_stdN,stdN
0.0499455200071299,1.16185351335505,0.0580293778966288,1.09334363951484,1,0.05,23,res.fixed.pcut_sum_T31_stdN_ts_L3Base.csv,res.fixed,L3Base,T31_stdN,stdN
0,2.16081377082819,0,2.16081377082819,0,0.05,53,res.fixed.pcut_sum_T31_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T31_stdN,stdN
0,0.733066613430789,0,0.733066613430789,0,0.05,12,res.fixed.pcut_sum_T31_stdN_ts_LMAD.csv,res.fixed,LMAD,T31_stdN,stdN
0,1.84950450547737,0,1.84950450547737,0,0.05,69,res.fixed.pcut_sum_T31_stdN_ts_LMAN.csv,res.fixed,LMAN,T31_stdN,stdN
0,1.55440247711935,0,1.55440247711935,0,0.05,32,res.fixed.pcut_sum_T32_lowN_ts_GRoot.csv,res.fixed,GRoot,T32_lowN,lowN
0.116767307590447,1.80166141239485,0.21037515231495,1.32136434933698,1,0.05,38,res.fixed.pcut_sum_T32_lowN_ts_GShoot.csv,res.fixed,GShoot,T32_lowN,lowN
0,1.49712915640191,0,1.49712915640191,0,0.05,46,res.fixed.pcut_sum_T32_lowN_ts_Kern.csv,res.fixed,Kern,T32_lowN,lowN
0.15548605545849,2.07537647616867,0.322692101870807,1.60880858588353,1,0.05,53,res.fixed.pcut_sum_T32_lowN_ts_L3Base.csv,res.fixed,L3Base,T32_lowN,lowN
1,0.605266660440422,0.605266660440422,0,3,0.05,0,res.fixed.pcut_sum_T32_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T32_lowN,lowN
0,0.389302288712491,0,0.389302288712491,0,0.05,16,res.fixed.pcut_sum_T32_lowN_ts_LMAD.csv,res.fixed,LMAD,T32_lowN,lowN
0,1.4072434929148,0,1.4072434929148,0,0.05,60,res.fixed.pcut_sum_T32_lowN_ts_LMAN.csv,res.fixed,LMAN,T32_lowN,lowN
0,0.340893186450542,0,0.340893186450542,0,0.05,33,res.fixed.pcut_sum_T32_stdN_ts_GRoot.csv,res.fixed,GRoot,T32_stdN,stdN
0,0.164855366721577,0,0.164855366721577,0,0.05,8,res.fixed.pcut_sum_T32_stdN_ts_GShoot.csv,res.fixed,GShoot,T32_stdN,stdN
0,0.726988653474498,0,0.726988653474498,0,0.05,17,res.fixed.pcut_sum_T32_stdN_ts_Kern.csv,res.fixed,Kern,T32_stdN,stdN
0,0.917660232431188,0,0.917660232431188,0,0.05,21,res.fixed.pcut_sum_T32_stdN_ts_L3Base.csv,res.fixed,L3Base,T32_stdN,stdN
0,0.72873003082814,0,0.72873003082814,0,0.05,30,res.fixed.pcut_sum_T32_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T32_stdN,stdN
0,0.283604037375204,0,0.283604037375204,0,0.05,25,res.fixed.pcut_sum_T32_stdN_ts_LMAD.csv,res.fixed,LMAD,T32_stdN,stdN
0,0.977678131611899,0,0.977678131611899,0,0.05,23,res.fixed.pcut_sum_T32_stdN_ts_LMAN.csv,res.fixed,LMAN,T32_stdN,stdN
0.0797658411962133,1.00384274809552e-17,8.00723612305573e-19,8.83231524712802e-18,2,0.05,43,res.fixed.pcut_sum_T33_lowN_ts_GRoot.csv,res.fixed,GRoot,T33_lowN,lowN
0,9.42966763423921e-18,0,9.42966763423921e-18,0,0.05,11,res.fixed.pcut_sum_T33_lowN_ts_GShoot.csv,res.fixed,GShoot,T33_lowN,lowN
0,1.85796530515564e-17,0,1.85796530515564e-17,0,0.05,10,res.fixed.pcut_sum_T33_lowN_ts_Kern.csv,res.fixed,Kern,T33_lowN,lowN
0,1.77308608478839e-17,0,1.77308608478839e-17,0,0.05,19,res.fixed.pcut_sum_T33_lowN_ts_L3Base.csv,res.fixed,L3Base,T33_lowN,lowN
0,1.26954105956248e-17,0,1.26954105956248e-17,0,0.05,15,res.fixed.pcut_sum_T33_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T33_lowN,lowN
NA,0,0,0,0,0.05,0,res.fixed.pcut_sum_T33_lowN_ts_LMAD.csv,res.fixed,LMAD,T33_lowN,lowN
0,2.23170040044061e-17,0,2.23170040044061e-17,0,0.05,67,res.fixed.pcut_sum_T33_lowN_ts_LMAN.csv,res.fixed,LMAN,T33_lowN,lowN
0,0.00821071509159038,0,0.00821071509159038,0,0.05,21,res.fixed.pcut_sum_T33_stdN_ts_GRoot.csv,res.fixed,GRoot,T33_stdN,stdN
0,0.0104416387383869,0,0.0104416387383869,0,0.05,16,res.fixed.pcut_sum_T33_stdN_ts_GShoot.csv,res.fixed,GShoot,T33_stdN,stdN
0,0.00571642636157314,0,0.00571642636157314,0,0.05,44,res.fixed.pcut_sum_T33_stdN_ts_Kern.csv,res.fixed,Kern,T33_stdN,stdN
0.0630418530110082,0.00870693392571474,0.000548901248721469,0.00762490848467339,1,0.05,22,res.fixed.pcut_sum_T33_stdN_ts_L3Base.csv,res.fixed,L3Base,T33_stdN,stdN
1,0.000767360514003524,0.000767360514003524,0,6,0.05,0,res.fixed.pcut_sum_T33_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T33_stdN,stdN
0,0.00848708686020887,0,0.00848708686020887,0,0.05,30,res.fixed.pcut_sum_T33_stdN_ts_LMAD.csv,res.fixed,LMAD,T33_stdN,stdN
0,0.00965370654924857,0,0.00965370654924857,0,0.05,17,res.fixed.pcut_sum_T33_stdN_ts_LMAN.csv,res.fixed,LMAN,T33_stdN,stdN
0,2.39506873686097,0,2.39506873686097,0,0.05,59,res.fixed.pcut_sum_T34_lowN_ts_GRoot.csv,res.fixed,GRoot,T34_lowN,lowN
0,1.77397281478808,0,1.77397281478808,0,0.05,24,res.fixed.pcut_sum_T34_lowN_ts_GShoot.csv,res.fixed,GShoot,T34_lowN,lowN
0,2.4447604708333,0,2.4447604708333,0,0.05,15,res.fixed.pcut_sum_T34_lowN_ts_Kern.csv,res.fixed,Kern,T34_lowN,lowN
0,2.9038430077861,0,2.9038430077861,0,0.05,23,res.fixed.pcut_sum_T34_lowN_ts_L3Base.csv,res.fixed,L3Base,T34_lowN,lowN
0.192687829205726,1.37805901278758,0.265535199691424,0.790075684821825,3,0.05,10,res.fixed.pcut_sum_T34_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T34_lowN,lowN
0,2.32669196016621,0,2.32669196016621,0,0.05,60,res.fixed.pcut_sum_T34_lowN_ts_LMAD.csv,res.fixed,LMAD,T34_lowN,lowN
0,3.48148182229999,0,3.48148182229999,0,0.05,43,res.fixed.pcut_sum_T34_lowN_ts_LMAN.csv,res.fixed,LMAN,T34_lowN,lowN
0,1.95375508633491,0,1.95375508633491,0,0.05,20,res.fixed.pcut_sum_T34_stdN_ts_GRoot.csv,res.fixed,GRoot,T34_stdN,stdN
0,2.3847851385846,0,2.3847851385846,0,0.05,51,res.fixed.pcut_sum_T34_stdN_ts_GShoot.csv,res.fixed,GShoot,T34_stdN,stdN
0.0353134556797238,0.52313489772097,0.0184737010251863,0.494184067213832,1,0.05,28,res.fixed.pcut_sum_T34_stdN_ts_Kern.csv,res.fixed,Kern,T34_stdN,stdN
0,1.15440627756721,0,1.15440627756721,0,0.05,31,res.fixed.pcut_sum_T34_stdN_ts_L3Base.csv,res.fixed,L3Base,T34_stdN,stdN
0.445816072667887,0.749861835676099,0.334300458624651,0.451520404966337,3,0.05,37,res.fixed.pcut_sum_T34_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T34_stdN,stdN
0,1.43891790492053,0,1.43891790492053,0,0.05,27,res.fixed.pcut_sum_T34_stdN_ts_LMAD.csv,res.fixed,LMAD,T34_stdN,stdN
0,0.820767647160444,0,0.820767647160444,0,0.05,12,res.fixed.pcut_sum_T34_stdN_ts_LMAN.csv,res.fixed,LMAN,T34_stdN,stdN
0.0578628099234215,4.00654841783114e-16,2.31830149549948e-17,3.93776718246717e-16,1,0.05,21,res.fixed.pcut_sum_T35_lowN_ts_GRoot.csv,res.fixed,GRoot,T35_lowN,lowN
0,2.85361148738843e-16,0,2.85361148738843e-16,0,0.05,19,res.fixed.pcut_sum_T35_lowN_ts_GShoot.csv,res.fixed,GShoot,T35_lowN,lowN
0,5.0276127549783e-16,0,5.0276127549783e-16,0,0.05,47,res.fixed.pcut_sum_T35_lowN_ts_Kern.csv,res.fixed,Kern,T35_lowN,lowN
0,3.75391857907387e-16,0,3.75391857907387e-16,0,0.05,23,res.fixed.pcut_sum_T35_lowN_ts_L3Base.csv,res.fixed,L3Base,T35_lowN,lowN
0,3.47144298216625e-16,0,3.47144298216625e-16,0,0.05,26,res.fixed.pcut_sum_T35_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T35_lowN,lowN
0,1.86499294942514e-16,0,1.86499294942514e-16,0,0.05,40,res.fixed.pcut_sum_T35_lowN_ts_LMAD.csv,res.fixed,LMAD,T35_lowN,lowN
0.00610497613855501,4.27794338035322e-16,2.61167422591458e-18,4.25601669391788e-16,1,0.05,25,res.fixed.pcut_sum_T35_lowN_ts_LMAN.csv,res.fixed,LMAN,T35_lowN,lowN
0,0.0695615939533314,0,0.0695615939533314,0,0.05,29,res.fixed.pcut_sum_T35_stdN_ts_GRoot.csv,res.fixed,GRoot,T35_stdN,stdN
0,0.0306778805917886,0,0.0306778805917886,0,0.05,11,res.fixed.pcut_sum_T35_stdN_ts_GShoot.csv,res.fixed,GShoot,T35_stdN,stdN
0,0.0564066578399384,0,0.0564066578399384,0,0.05,16,res.fixed.pcut_sum_T35_stdN_ts_Kern.csv,res.fixed,Kern,T35_stdN,stdN
0.0101428286706902,0.0696168232473224,0.000706111510795312,0.0657592241984241,1,0.05,70,res.fixed.pcut_sum_T35_stdN_ts_L3Base.csv,res.fixed,L3Base,T35_stdN,stdN
0.471876496132816,0.0151730486424854,0.00715980502906877,0.0068461214565643,3,0.05,6,res.fixed.pcut_sum_T35_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T35_stdN,stdN
0,0.0307401458954675,0,0.0307401458954675,0,0.05,8,res.fixed.pcut_sum_T35_stdN_ts_LMAD.csv,res.fixed,LMAD,T35_stdN,stdN
0,0.0440460940395196,0,0.0440460940395196,0,0.05,12,res.fixed.pcut_sum_T35_stdN_ts_LMAN.csv,res.fixed,LMAN,T35_stdN,stdN
0,0.000281065202343718,0,0.000281065202343718,0,0.05,21,res.fixed.pcut_sum_T36_lowN_ts_GRoot.csv,res.fixed,GRoot,T36_lowN,lowN
0,0.000366312077760253,0,0.000366312077760253,0,0.05,74,res.fixed.pcut_sum_T36_lowN_ts_GShoot.csv,res.fixed,GShoot,T36_lowN,lowN
0,0.000242603769101567,0,0.000242603769101567,0,0.05,26,res.fixed.pcut_sum_T36_lowN_ts_Kern.csv,res.fixed,Kern,T36_lowN,lowN
0.0465107884097602,0.000235690996989202,1.09621740910502e-05,0.000218094464292743,1,0.05,13,res.fixed.pcut_sum_T36_lowN_ts_L3Base.csv,res.fixed,L3Base,T36_lowN,lowN
0.380854201408169,0.000189613605544894,7.22151383159242e-05,9.83348458654616e-05,4,0.05,19,res.fixed.pcut_sum_T36_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T36_lowN,lowN
0,7.50173462714696e-05,0,7.50173462714696e-05,0,0.05,14,res.fixed.pcut_sum_T36_lowN_ts_LMAD.csv,res.fixed,LMAD,T36_lowN,lowN
NA,0,0,0,0,0.05,0,res.fixed.pcut_sum_T36_lowN_ts_LMAN.csv,res.fixed,LMAN,T36_lowN,lowN
0.0430024117136643,0.014097918253417,0.00060624448503902,0.012344223437308,1,0.05,8,res.fixed.pcut_sum_T36_stdN_ts_GRoot.csv,res.fixed,GRoot,T36_stdN,stdN
0,0.0244732914706023,0,0.0244732914706023,0,0.05,22,res.fixed.pcut_sum_T36_stdN_ts_GShoot.csv,res.fixed,GShoot,T36_stdN,stdN
0,0.0160814777684589,0,0.0160814777684589,0,0.05,10,res.fixed.pcut_sum_T36_stdN_ts_Kern.csv,res.fixed,Kern,T36_stdN,stdN
0.200968839014002,0.0191044920197154,0.00383940758115448,0.0165112007678159,1,0.05,7,res.fixed.pcut_sum_T36_stdN_ts_L3Base.csv,res.fixed,L3Base,T36_stdN,stdN
1,0.00568495441306289,0.00568495441306289,0,8,0.05,0,res.fixed.pcut_sum_T36_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T36_stdN,stdN
0,0.00269513536913411,0,0.00269513536913411,0,0.05,7,res.fixed.pcut_sum_T36_stdN_ts_LMAD.csv,res.fixed,LMAD,T36_stdN,stdN
0,0.0243515796016155,0,0.0243515796016155,0,0.05,36,res.fixed.pcut_sum_T36_stdN_ts_LMAN.csv,res.fixed,LMAN,T36_stdN,stdN
0,0.0223441656819531,0,0.0223441656819531,0,0.05,28,res.fixed.pcut_sum_T37_lowN_ts_GRoot.csv,res.fixed,GRoot,T37_lowN,lowN
0.0658951041084126,0.0263118950008012,0.00173382506036742,0.0237557421309232,2,0.05,19,res.fixed.pcut_sum_T37_lowN_ts_GShoot.csv,res.fixed,GShoot,T37_lowN,lowN
0,0.0414821095722576,0,0.0414821095722576,0,0.05,21,res.fixed.pcut_sum_T37_lowN_ts_Kern.csv,res.fixed,Kern,T37_lowN,lowN
0.212884894200867,0.0344947524511291,0.00734341172604373,0.019055059423803,2,0.05,29,res.fixed.pcut_sum_T37_lowN_ts_L3Base.csv,res.fixed,L3Base,T37_lowN,lowN
0.0754698336122991,0.0742184705992239,0.00560125562708274,0.0565818051327738,2,0.05,66,res.fixed.pcut_sum_T37_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T37_lowN,lowN
0,0.0344150677378124,0,0.0344150677378124,0,0.05,42,res.fixed.pcut_sum_T37_lowN_ts_LMAD.csv,res.fixed,LMAD,T37_lowN,lowN
0,0.0399289039388906,0,0.0399289039388906,0,0.05,17,res.fixed.pcut_sum_T37_lowN_ts_LMAN.csv,res.fixed,LMAN,T37_lowN,lowN
0,0.0371553369388317,0,0.0371553369388317,0,0.05,73,res.fixed.pcut_sum_T37_stdN_ts_GRoot.csv,res.fixed,GRoot,T37_stdN,stdN
0,0.0265101027245717,0,0.0265101027245717,0,0.05,23,res.fixed.pcut_sum_T37_stdN_ts_GShoot.csv,res.fixed,GShoot,T37_stdN,stdN
0,0.0330513049505425,0,0.0330513049505425,0,0.05,27,res.fixed.pcut_sum_T37_stdN_ts_Kern.csv,res.fixed,Kern,T37_stdN,stdN
0,0.0364290335752453,0,0.0364290335752453,0,0.05,44,res.fixed.pcut_sum_T37_stdN_ts_L3Base.csv,res.fixed,L3Base,T37_stdN,stdN
0.0288806333525689,0.0262394875014762,0.000757813017889448,0.0244128463042401,1,0.05,19,res.fixed.pcut_sum_T37_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T37_stdN,stdN
0,0.00975428656534947,0,0.00975428656534947,0,0.05,35,res.fixed.pcut_sum_T37_stdN_ts_LMAD.csv,res.fixed,LMAD,T37_stdN,stdN
0,0.0329844331790856,0,0.0329844331790856,0,0.05,69,res.fixed.pcut_sum_T37_stdN_ts_LMAN.csv,res.fixed,LMAN,T37_stdN,stdN
0,0.274905142292452,0,0.274905142292452,0,0.05,62,res.fixed.pcut_sum_T38_lowN_ts_GRoot.csv,res.fixed,GRoot,T38_lowN,lowN
0,0.3326581442041,0,0.3326581442041,0,0.05,64,res.fixed.pcut_sum_T38_lowN_ts_GShoot.csv,res.fixed,GShoot,T38_lowN,lowN
0,0.211194587840865,0,0.211194587840865,0,0.05,36,res.fixed.pcut_sum_T38_lowN_ts_Kern.csv,res.fixed,Kern,T38_lowN,lowN
0.0146579280770803,0.234477646603919,0.0034369564796033,0.232517293349772,1,0.05,74,res.fixed.pcut_sum_T38_lowN_ts_L3Base.csv,res.fixed,L3Base,T38_lowN,lowN
0.191818154911744,0.102701574024489,0.0197000264359094,0.0785731846405731,3,0.05,27,res.fixed.pcut_sum_T38_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T38_lowN,lowN
1,0.0292948686956511,0.0292948686956511,0,1,0.05,0,res.fixed.pcut_sum_T38_lowN_ts_LMAD.csv,res.fixed,LMAD,T38_lowN,lowN
0,0.21318373414649,0,0.21318373414649,0,0.05,15,res.fixed.pcut_sum_T38_lowN_ts_LMAN.csv,res.fixed,LMAN,T38_lowN,lowN
0,0.577770229871321,0,0.577770229871321,0,0.05,22,res.fixed.pcut_sum_T38_stdN_ts_GRoot.csv,res.fixed,GRoot,T38_stdN,stdN
0,0.459505293611123,0,0.459505293611123,0,0.05,26,res.fixed.pcut_sum_T38_stdN_ts_GShoot.csv,res.fixed,GShoot,T38_stdN,stdN
0,0.76777750122638,0,0.76777750122638,0,0.05,48,res.fixed.pcut_sum_T38_stdN_ts_Kern.csv,res.fixed,Kern,T38_stdN,stdN
0.0450549843673603,0.865268268291883,0.0389846483014637,0.825822533585544,1,0.05,65,res.fixed.pcut_sum_T38_stdN_ts_L3Base.csv,res.fixed,L3Base,T38_stdN,stdN
0.184561240018578,0.421441346961705,0.0777817375903522,0.278978926152597,4,0.05,14,res.fixed.pcut_sum_T38_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T38_stdN,stdN
0,0.728467310304043,0,0.728467310304043,0,0.05,49,res.fixed.pcut_sum_T38_stdN_ts_LMAD.csv,res.fixed,LMAD,T38_stdN,stdN
0,0.849686775661068,0,0.849686775661068,0,0.05,31,res.fixed.pcut_sum_T38_stdN_ts_LMAN.csv,res.fixed,LMAN,T38_stdN,stdN
0,2.84052274754426,0,2.84052274754426,0,0.05,67,res.fixed.pcut_sum_T39_lowN_ts_GRoot.csv,res.fixed,GRoot,T39_lowN,lowN
0,2.3623738118501,0,2.3623738118501,0,0.05,60,res.fixed.pcut_sum_T39_lowN_ts_GShoot.csv,res.fixed,GShoot,T39_lowN,lowN
0,1.66844570518003,0,1.66844570518003,0,0.05,28,res.fixed.pcut_sum_T39_lowN_ts_Kern.csv,res.fixed,Kern,T39_lowN,lowN
0,2.19858784909488,0,2.19858784909488,0,0.05,33,res.fixed.pcut_sum_T39_lowN_ts_L3Base.csv,res.fixed,L3Base,T39_lowN,lowN
0.180897951833771,0.706848637165993,0.127867470719821,0.424115864767001,5,0.05,31,res.fixed.pcut_sum_T39_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T39_lowN,lowN
0,2.13204740470848,0,2.13204740470848,0,0.05,47,res.fixed.pcut_sum_T39_lowN_ts_LMAD.csv,res.fixed,LMAD,T39_lowN,lowN
0,2.22029276077902,0,2.22029276077902,0,0.05,25,res.fixed.pcut_sum_T39_lowN_ts_LMAN.csv,res.fixed,LMAN,T39_lowN,lowN
0.0497255423009553,0.476232966400005,0.0236809425158328,0.438542893895896,1,0.05,11,res.fixed.pcut_sum_T39_stdN_ts_GRoot.csv,res.fixed,GRoot,T39_stdN,stdN
0.0519292124239761,0.820708913693314,0.0426187675174308,0.707935041476039,1,0.05,11,res.fixed.pcut_sum_T39_stdN_ts_GShoot.csv,res.fixed,GShoot,T39_stdN,stdN
0,0.960712257359757,0,0.960712257359757,0,0.05,14,res.fixed.pcut_sum_T39_stdN_ts_Kern.csv,res.fixed,Kern,T39_stdN,stdN
0,1.31491955216781,0,1.31491955216781,0,0.05,51,res.fixed.pcut_sum_T39_stdN_ts_L3Base.csv,res.fixed,L3Base,T39_stdN,stdN
0.296714249957136,0.543076034167332,0.161138398147656,0.33644346404624,3,0.05,27,res.fixed.pcut_sum_T39_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T39_stdN,stdN
0,0.953782397025892,0,0.953782397025892,0,0.05,53,res.fixed.pcut_sum_T39_stdN_ts_LMAD.csv,res.fixed,LMAD,T39_stdN,stdN
1,0.0748087533338155,0.0748087533338155,0,1,0.05,0,res.fixed.pcut_sum_T39_stdN_ts_LMAN.csv,res.fixed,LMAN,T39_stdN,stdN
0.0776602586341376,0.649380261756873,0.0504310390799428,0.521345702558288,3,0.05,47,res.fixed.pcut_sum_T4_lowN_ts_GRoot.csv,res.fixed,GRoot,T4_lowN,lowN
0,0.702167953335672,0,0.702167953335672,0,0.05,50,res.fixed.pcut_sum_T4_lowN_ts_GShoot.csv,res.fixed,GShoot,T4_lowN,lowN
0,0.53605204311836,0,0.53605204311836,0,0.05,37,res.fixed.pcut_sum_T4_lowN_ts_Kern.csv,res.fixed,Kern,T4_lowN,lowN
0,0.497429284852563,0,0.497429284852563,0,0.05,64,res.fixed.pcut_sum_T4_lowN_ts_L3Base.csv,res.fixed,L3Base,T4_lowN,lowN
0.0775331497839007,0.119122649000878,0.00923595418764009,0.126354919488113,1,0.05,6,res.fixed.pcut_sum_T4_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T4_lowN,lowN
0,0.667757279015004,0,0.667757279015004,0,0.05,53,res.fixed.pcut_sum_T4_lowN_ts_LMAD.csv,res.fixed,LMAD,T4_lowN,lowN
0,0.495054258800508,0,0.495054258800508,0,0.05,51,res.fixed.pcut_sum_T4_lowN_ts_LMAN.csv,res.fixed,LMAN,T4_lowN,lowN
0.078931035368239,5.50126355090145,0.434220427906206,4.7300649345754,1,0.05,18,res.fixed.pcut_sum_T4_stdN_ts_GRoot.csv,res.fixed,GRoot,T4_stdN,stdN
0.0108644545538275,4.59412466459444,0.0499126586331042,4.53802370582452,1,0.05,34,res.fixed.pcut_sum_T4_stdN_ts_GShoot.csv,res.fixed,GShoot,T4_stdN,stdN
0,3.39059782359865,0,3.39059782359865,0,0.05,7,res.fixed.pcut_sum_T4_stdN_ts_Kern.csv,res.fixed,Kern,T4_stdN,stdN
0.114545695301121,2.84676180274265,0.326084310051829,2.4291202457413,1,0.05,9,res.fixed.pcut_sum_T4_stdN_ts_L3Base.csv,res.fixed,L3Base,T4_stdN,stdN
0,6.33102722984397,0,6.33102722984397,0,0.05,15,res.fixed.pcut_sum_T4_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T4_stdN,stdN
0.00208294362627503,11.3206187569496,0.0235802106852777,10.8173815203439,1,0.05,69,res.fixed.pcut_sum_T4_stdN_ts_LMAD.csv,res.fixed,LMAD,T4_stdN,stdN
0.200678595440601,1.53099817660673,0.30723856370356,1.06239846377338,1,0.05,3,res.fixed.pcut_sum_T4_stdN_ts_LMAN.csv,res.fixed,LMAN,T4_stdN,stdN
0.274465413177265,0.987128633003314,0.270932668116364,0.99291193718416,2,0.05,31,res.fixed.pcut_sum_T40_lowN_ts_GRoot.csv,res.fixed,GRoot,T40_lowN,lowN
0,0.148191282702231,0,0.148191282702231,0,0.05,1,res.fixed.pcut_sum_T40_lowN_ts_GShoot.csv,res.fixed,GShoot,T40_lowN,lowN
