Mean,SD,par,file,trait
8e-06,8e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000396.parRes,asv_000396
-0.404125,0.722934,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000396.parRes,asv_000396
0.0014,0.000724,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000396.parRes,asv_000396
0.001273,0.000727,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000396.parRes,asv_000396
0.475297,0.267061,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000396.parRes,asv_000396
0.000738,0.000605,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000406.parRes,asv_000406
615.387024,504.883484,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000406.parRes,asv_000406
5.8e-05,6.4e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000406.parRes,asv_000406
-0.086344,0.621179,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000406.parRes,asv_000406
0.011893,0.004164,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000406.parRes,asv_000406
0.005919,0.004084,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000406.parRes,asv_000406
0.331591,0.224986,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000406.parRes,asv_000406
0.001136,0.000701,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000431.parRes,asv_000431
947.767822,584.916504,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000431.parRes,asv_000431
0.000135,0.00014,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000431.parRes,asv_000431
0.321816,0.501089,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000431.parRes,asv_000431
0.011695,0.003707,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000431.parRes,asv_000431
0.009032,0.0038,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000431.parRes,asv_000431
0.434226,0.175377,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000431.parRes,asv_000431
0.000403,0.000406,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000470.parRes,asv_000470
335.576935,338.437012,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000470.parRes,asv_000470
4.5e-05,5.1e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000470.parRes,asv_000470
0.403332,0.76493,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000470.parRes,asv_000470
0.01732,0.002369,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000470.parRes,asv_000470
0.001335,0.001637,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000470.parRes,asv_000470
0.071505,0.08662,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000470.parRes,asv_000470
0.000472,0.000463,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000473.parRes,asv_000473
393.321289,386.193329,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000473.parRes,asv_000473
1e-05,1.4e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000473.parRes,asv_000473
0.175013,0.883916,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000473.parRes,asv_000473
0.008307,0.001352,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000473.parRes,asv_000473
0.000791,0.001081,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000473.parRes,asv_000473
0.086859,0.117365,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000473.parRes,asv_000473
2.2e-05,5e-06,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000483.parRes,asv_000483
16.979124,1.569248,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000483.parRes,asv_000483
0,0,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000483.parRes,asv_000483
-1.795661,0.239357,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000483.parRes,asv_000483
0,0,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000483.parRes,asv_000483
0,0,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000483.parRes,asv_000483
0.963637,0.003808,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000483.parRes,asv_000483
0.00077,0.000662,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000487.parRes,asv_000487
642.005127,552.504578,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000487.parRes,asv_000487
1.2e-05,2.4e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000487.parRes,asv_000487
0.07752,0.76622,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000487.parRes,asv_000487
0.006362,0.001535,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000487.parRes,asv_000487
0.001235,0.001411,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000487.parRes,asv_000487
0.162411,0.183389,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000487.parRes,asv_000487
0.000588,0.000587,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000498.parRes,asv_000498
489.807556,489.763611,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000498.parRes,asv_000498
6.6e-05,0.00011,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000498.parRes,asv_000498
0.224788,0.866008,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000498.parRes,asv_000498
0.01559,0.003286,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000498.parRes,asv_000498
0.002937,0.002902,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000498.parRes,asv_000498
0.158569,0.154875,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000498.parRes,asv_000498
0.000599,0.000576,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000511.parRes,asv_000511
499.138794,480.289215,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000511.parRes,asv_000511
2e-06,3e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000511.parRes,asv_000511
0.105865,0.816277,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000511.parRes,asv_000511
0.001177,0.00027,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000511.parRes,asv_000511
0.000209,0.000245,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000511.parRes,asv_000511
0.150664,0.17435,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000511.parRes,asv_000511
0.001216,0.000749,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000529.parRes,asv_000529
1013.963806,624.557434,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000529.parRes,asv_000529
0.001042,0.001302,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000529.parRes,asv_000529
-0.140179,0.571271,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000529.parRes,asv_000529
0.141977,0.063945,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000529.parRes,asv_000529
0.151347,0.06527,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000529.parRes,asv_000529
0.514669,0.215365,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000529.parRes,asv_000529
0.000888,0.000652,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000544.parRes,asv_000544
740.160217,543.584106,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000544.parRes,asv_000544
0.000162,0.000217,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000544.parRes,asv_000544
0.423304,0.554401,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000544.parRes,asv_000544
0.016393,0.004188,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000544.parRes,asv_000544
0.007041,0.004034,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000544.parRes,asv_000544
0.29971,0.167228,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000544.parRes,asv_000544
0.000702,0.000555,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000549.parRes,asv_000549
585.418701,463.038513,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000549.parRes,asv_000549
3.4e-05,4e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000549.parRes,asv_000549
-0.656999,0.501186,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000549.parRes,asv_000549
0.007746,0.003208,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000549.parRes,asv_000549
0.008418,0.003285,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000549.parRes,asv_000549
0.519651,0.195933,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000549.parRes,asv_000549
0.000871,0.000607,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000551.parRes,asv_000551
726.910522,505.880798,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000551.parRes,asv_000551
0.000176,0.000201,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000551.parRes,asv_000551
0.396891,0.595659,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000551.parRes,asv_000551
0.018426,0.004928,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000551.parRes,asv_000551
0.008461,0.00482,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000551.parRes,asv_000551
0.313613,0.173604,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000551.parRes,asv_000551
0.001322,0.000765,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000552.parRes,asv_000552
1103.144043,638.334717,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000552.parRes,asv_000552
0.000228,0.000264,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000552.parRes,asv_000552
0.214493,0.545063,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000552.parRes,asv_000552
0.012454,0.0052,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000552.parRes,asv_000552
0.020262,0.005586,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000552.parRes,asv_000552
0.617812,0.159624,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000552.parRes,asv_000552
0.000887,0.000673,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000559.parRes,asv_000559
739.247253,561.0401,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000559.parRes,asv_000559
9.7e-05,0.00012,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000559.parRes,asv_000559
0.07108,0.671377,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000559.parRes,asv_000559
0.016348,0.005873,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000559.parRes,asv_000559
0.008705,0.005777,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000559.parRes,asv_000559
0.34675,0.225995,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000559.parRes,asv_000559
0.001143,0.000784,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000570.parRes,asv_000570
953.617004,653.576721,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000570.parRes,asv_000570
1e-06,2e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000570.parRes,asv_000570
0.16979,0.622376,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000570.parRes,asv_000570
0.00023,7.7e-05,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000570.parRes,asv_000570
0.000124,7.7e-05,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000570.parRes,asv_000570
0.348596,0.212502,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000570.parRes,asv_000570
0.000745,0.000665,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000575.parRes,asv_000575
621.213379,554.551514,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000575.parRes,asv_000575
0,1e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000575.parRes,asv_000575
0.080988,0.796672,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000575.parRes,asv_000575
0.000308,5.9e-05,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000575.parRes,asv_000575
4.4e-05,5e-05,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000575.parRes,asv_000575
0.124883,0.141046,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000575.parRes,asv_000575
0.000912,0.000659,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000596.parRes,asv_000596
760.629578,549.680298,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000596.parRes,asv_000596
0.000166,0.000195,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000596.parRes,asv_000596
0.04822,0.590679,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000596.parRes,asv_000596
0.017498,0.006709,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000596.parRes,asv_000596
0.013802,0.006792,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000596.parRes,asv_000596
0.439558,0.210503,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000596.parRes,asv_000596
0.000563,0.000524,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000629.parRes,asv_000629
469.054688,436.625183,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000629.parRes,asv_000629
4.7e-05,5.9e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000629.parRes,asv_000629
0.410335,0.715778,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000629.parRes,asv_000629
0.011388,0.001988,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000629.parRes,asv_000629
0.001669,0.001643,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000629.parRes,asv_000629
0.127872,0.124251,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000629.parRes,asv_000629
0.000559,0.00049,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000630.parRes,asv_000630
465.255798,408.132019,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000630.parRes,asv_000630
1.8e-05,2e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000630.parRes,asv_000630
-0.189268,0.785728,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000630.parRes,asv_000630
0.005004,0.00206,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000630.parRes,asv_000630
0.002404,0.002024,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000630.parRes,asv_000630
0.323808,0.270062,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000630.parRes,asv_000630
0.000433,0.000443,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000669.parRes,asv_000669
360.596741,369.098633,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000669.parRes,asv_000669
1e-06,1e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000669.parRes,asv_000669
0.233922,0.803583,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000669.parRes,asv_000669
0.000351,6.4e-05,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000669.parRes,asv_000669
4.1e-05,5.4e-05,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000669.parRes,asv_000669
0.104237,0.136098,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000669.parRes,asv_000669
0.001081,0.000791,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000672.parRes,asv_000672
901.663513,659.782654,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000672.parRes,asv_000672
3.7e-05,6.3e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000672.parRes,asv_000672
0.132472,0.694145,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000672.parRes,asv_000672
0.009388,0.002886,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000672.parRes,asv_000672
0.003572,0.00279,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000672.parRes,asv_000672
0.274995,0.211216,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000672.parRes,asv_000672
0.000419,0.000458,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000711.parRes,asv_000711
348.878326,382.088165,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000711.parRes,asv_000711
9e-06,1.1e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000711.parRes,asv_000711
0.117526,0.904103,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000711.parRes,asv_000711
0.00558,0.001076,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000711.parRes,asv_000711
0.000649,0.000928,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000711.parRes,asv_000711
0.104088,0.147211,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000711.parRes,asv_000711
0.000983,0.00069,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000719.parRes,asv_000719
819.768311,575.554138,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000719.parRes,asv_000719
7.2e-05,8.7e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000719.parRes,asv_000719
-0.224858,0.509352,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000719.parRes,asv_000719
0.012211,0.003501,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000719.parRes,asv_000719
0.009699,0.003601,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000719.parRes,asv_000719
0.441308,0.155575,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000719.parRes,asv_000719
0.000464,0.000478,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000860.parRes,asv_000860
386.041351,398.772308,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000860.parRes,asv_000860
3e-06,4e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000860.parRes,asv_000860
0.39472,0.814006,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000860.parRes,asv_000860
0.004096,0.000456,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000860.parRes,asv_000860
0.000116,0.000196,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000860.parRes,asv_000860
0.027487,0.046142,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000860.parRes,asv_000860
0.001165,0.000716,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000862.parRes,asv_000862
971.327087,596.749512,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000862.parRes,asv_000862
0.000329,0.000345,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000862.parRes,asv_000862
0.12084,0.508413,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000862.parRes,asv_000862
0.019907,0.007892,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000862.parRes,asv_000862
0.02984,0.008396,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000862.parRes,asv_000862
0.598537,0.158481,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000862.parRes,asv_000862
0.000526,0.000502,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000896.parRes,asv_000896
437.89679,418.563324,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000896.parRes,asv_000896
1e-06,1e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000896.parRes,asv_000896
0.365426,0.809066,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000896.parRes,asv_000896
0.000459,7e-05,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000896.parRes,asv_000896
4.3e-05,5.4e-05,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000896.parRes,asv_000896
0.084851,0.106403,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000896.parRes,asv_000896
0.000498,0.000496,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000906.parRes,asv_000906
414.508606,413.363495,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000906.parRes,asv_000906
3e-05,3.6e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000906.parRes,asv_000906
0.367778,0.832131,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000906.parRes,asv_000906
0.023193,0.002982,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000906.parRes,asv_000906
0.001398,0.001914,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000906.parRes,asv_000906
0.056769,0.076747,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000906.parRes,asv_000906
0.000714,0.000626,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000920.parRes,asv_000920
594.989014,521.770508,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/LN/asv_000920.parRes,asv_000920
