V1,V2,V3,file
NnzSnp,2773.815918,2159.556641,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_000920.parRes
SigmaSq,2e-06,3e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_000920.parRes
S,-0.3478,0.703166,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_000920.parRes
ResVar,0.002625,0.001069,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_000920.parRes
GenVar,0.001233,0.00105,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_000920.parRes
hsq,0.318983,0.268493,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_000920.parRes
Pi,0.0021,0.002109,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_000986.parRes
NnzSnp,1572.14624,1579.030151,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_000986.parRes
SigmaSq,2e-06,3e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_000986.parRes
S,0.197033,0.878263,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_000986.parRes
ResVar,0.008583,0.001202,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_000986.parRes
GenVar,0.00049,0.000859,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_000986.parRes
hsq,0.054006,0.093745,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_000986.parRes
Pi,0.002389,0.002288,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001001.parRes
NnzSnp,1788.559814,1714.003174,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001001.parRes
SigmaSq,2e-06,3e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001001.parRes
S,-0.008714,0.875142,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001001.parRes
ResVar,0.013749,0.002217,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001001.parRes
GenVar,0.000976,0.001757,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001001.parRes
hsq,0.066313,0.118432,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001001.parRes
Pi,0.002336,0.002459,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001011.parRes
NnzSnp,1748.936401,1842.2948,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001011.parRes
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001011.parRes
S,0.100408,0.838192,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001011.parRes
ResVar,0.000134,2.2e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001011.parRes
GenVar,1.1e-05,1.7e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001011.parRes
hsq,0.074466,0.117128,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001011.parRes
Pi,0.00217,0.00222,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001026.parRes
NnzSnp,1625.000854,1662.701904,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001026.parRes
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001026.parRes
S,0.06445,0.888545,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001026.parRes
ResVar,0.001167,0.000178,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001026.parRes
GenVar,7.4e-05,0.000136,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001026.parRes
hsq,0.059806,0.108783,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001026.parRes
Pi,0.001678,0.002005,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001052.parRes
NnzSnp,1256.476807,1501.698364,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001052.parRes
SigmaSq,1e-06,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001052.parRes
S,-0.821275,1.220703,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001052.parRes
ResVar,0.002374,0.00112,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001052.parRes
GenVar,0.001159,0.001106,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001052.parRes
hsq,0.327309,0.309865,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001052.parRes
Pi,0.002144,0.002117,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001057.parRes
NnzSnp,1605.477417,1585.212891,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001057.parRes
SigmaSq,0,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001057.parRes
S,0.065221,0.780506,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001057.parRes
ResVar,0.002879,0.000368,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001057.parRes
GenVar,0.000143,0.000231,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001057.parRes
hsq,0.047443,0.075983,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001057.parRes
Pi,0.0019,0.001981,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001140.parRes
NnzSnp,1422.049438,1484.102417,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001140.parRes
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001140.parRes
S,0.025766,0.896341,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001140.parRes
ResVar,1e-05,2e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001140.parRes
GenVar,1e-06,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001140.parRes
hsq,0.056134,0.116646,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001140.parRes
Pi,0.000476,0.001724,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001141.parRes
NnzSnp,355.824463,1291.927612,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001141.parRes
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001141.parRes
S,-2.432624,0.886373,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001141.parRes
ResVar,1.6e-05,3.3e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001141.parRes
GenVar,0.000105,3.3e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001141.parRes
hsq,0.86996,0.273265,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001141.parRes
Pi,0.003299,0.002786,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001167.parRes
NnzSnp,2470.94043,2087.137695,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001167.parRes
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001167.parRes
S,-0.524259,0.772035,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001167.parRes
ResVar,0.000806,0.000333,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001167.parRes
GenVar,0.000363,0.000325,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001167.parRes
hsq,0.310313,0.274849,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001167.parRes
Pi,0.002485,0.00227,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001169.parRes
NnzSnp,1860.99939,1700.48645,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001169.parRes
SigmaSq,4e-06,5e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001169.parRes
S,-0.371841,0.902589,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001169.parRes
ResVar,0.01956,0.006016,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001169.parRes
GenVar,0.004658,0.005741,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001169.parRes
hsq,0.191995,0.234644,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001169.parRes
Pi,0.002289,0.002132,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001207.parRes
NnzSnp,1714.02124,1596.783203,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001207.parRes
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001207.parRes
S,-0.098568,0.851914,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001207.parRes
ResVar,0.000234,5.3e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001207.parRes
GenVar,3.4e-05,4.8e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001207.parRes
hsq,0.127723,0.176903,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001207.parRes
Pi,0.002125,0.002123,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001232.parRes
NnzSnp,1591.465454,1590.085327,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001232.parRes
SigmaSq,1e-06,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001232.parRes
S,-0.054402,0.884457,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001232.parRes
ResVar,0.004793,0.000816,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001232.parRes
GenVar,0.000413,0.000664,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001232.parRes
hsq,0.079336,0.126722,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001232.parRes
Pi,0.003196,0.00275,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001244.parRes
NnzSnp,2393.82959,2059.203857,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001244.parRes
SigmaSq,2e-06,3e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001244.parRes
S,-0.53903,0.825082,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001244.parRes
ResVar,0.008175,0.003007,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001244.parRes
GenVar,0.002924,0.002924,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001244.parRes
hsq,0.262997,0.260693,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001244.parRes
Pi,0.00306,0.002544,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001255.parRes
NnzSnp,2291.861572,1905.774536,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001255.parRes
SigmaSq,1e-06,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001255.parRes
S,-0.474852,0.801145,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001255.parRes
ResVar,0.001471,0.000443,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001255.parRes
GenVar,0.000493,0.000429,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001255.parRes
hsq,0.250158,0.214645,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001255.parRes
Pi,0.003046,0.002622,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001276.parRes
NnzSnp,2281.392822,1963.651123,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001276.parRes
SigmaSq,7e-06,1.1e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001276.parRes
S,-0.255961,0.855041,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001276.parRes
ResVar,0.019699,0.005879,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001276.parRes
GenVar,0.005152,0.005603,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001276.parRes
hsq,0.207027,0.222672,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001276.parRes
Pi,0.002192,0.002014,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001292.parRes
NnzSnp,1641.310791,1508.608521,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001292.parRes
SigmaSq,2e-06,2e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001292.parRes
S,0.201053,0.831444,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001292.parRes
ResVar,0.007405,0.000966,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001292.parRes
GenVar,0.000386,0.000632,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001292.parRes
hsq,0.049571,0.080501,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001292.parRes
Pi,0.001093,0.001423,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001294.parRes
NnzSnp,817.77179,1065.85791,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001294.parRes
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001294.parRes
S,0.754537,0.797843,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001294.parRes
ResVar,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001294.parRes
GenVar,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001294.parRes
hsq,0.00534,0.006063,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001294.parRes
Pi,0.00257,0.002689,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001303.parRes
NnzSnp,1924.097046,2014.099976,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001303.parRes
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001303.parRes
S,0.115913,0.871569,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001303.parRes
ResVar,0.000953,0.000142,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001303.parRes
GenVar,6.1e-05,0.000105,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001303.parRes
hsq,0.060659,0.103488,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001303.parRes
Pi,0.002129,0.002134,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001312.parRes
NnzSnp,1594.36084,1598.071289,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001312.parRes
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001312.parRes
S,0.041028,0.854401,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001312.parRes
ResVar,2e-06,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001312.parRes
GenVar,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001312.parRes
hsq,0.054985,0.102276,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001312.parRes
Pi,0.00218,0.002251,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001319.parRes
NnzSnp,1632.347656,1685.852173,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001319.parRes
SigmaSq,3e-06,4e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001319.parRes
S,0.092634,0.805258,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001319.parRes
ResVar,0.013933,0.001991,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001319.parRes
GenVar,0.000825,0.001427,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001319.parRes
hsq,0.055998,0.096346,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001319.parRes
Pi,0.002857,0.002638,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001323.parRes
NnzSnp,2139.766357,1976.459106,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001323.parRes
SigmaSq,5e-06,1e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001323.parRes
S,-0.123152,0.827989,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001323.parRes
ResVar,0.021642,0.004335,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001323.parRes
GenVar,0.002776,0.003761,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001323.parRes
hsq,0.113824,0.152905,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001323.parRes
Pi,0.002363,0.002245,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001347.parRes
NnzSnp,1769.300781,1680.917358,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001347.parRes
SigmaSq,0,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001347.parRes
S,0.215618,0.799143,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001347.parRes
ResVar,0.002816,0.000356,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001347.parRes
GenVar,0.000105,0.000222,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001347.parRes
hsq,0.03598,0.07545,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001347.parRes
Pi,9.9e-05,0.000359,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001416.parRes
NnzSnp,72.830025,269.216553,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001416.parRes
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001416.parRes
S,-2.593276,0.302959,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001416.parRes
ResVar,3e-06,5e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001416.parRes
GenVar,5.6e-05,5e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001416.parRes
hsq,0.956273,0.085393,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001416.parRes
Pi,0.00196,0.001963,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001444.parRes
NnzSnp,1468.077637,1470.844116,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001444.parRes
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001444.parRes
S,-0.050585,0.798992,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001444.parRes
ResVar,2e-06,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001444.parRes
GenVar,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001444.parRes
hsq,0.079381,0.117671,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001444.parRes
Pi,0.002329,0.00224,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001446.parRes
NnzSnp,1744.218018,1677.745605,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001446.parRes
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001446.parRes
S,0.005196,0.77015,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001446.parRes
ResVar,0.000254,3.9e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001446.parRes
GenVar,1.9e-05,3e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001446.parRes
hsq,0.068604,0.110169,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001446.parRes
Pi,0.001932,0.002293,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001448.parRes
NnzSnp,1446.394653,1717.885498,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001448.parRes
SigmaSq,7e-06,1.2e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001448.parRes
S,-0.150539,1.120135,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001448.parRes
ResVar,0.037844,0.009101,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001448.parRes
GenVar,0.004389,0.008325,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001448.parRes
hsq,0.103797,0.195868,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001448.parRes
Pi,0.00271,0.002458,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001499.parRes
NnzSnp,2028.728638,1840.458618,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001499.parRes
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001499.parRes
S,-0.062103,0.900405,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001499.parRes
ResVar,0.001701,0.000328,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001499.parRes
GenVar,0.000183,0.000283,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001499.parRes
