ASV,stdN,lowN,total_counts,ratioN,Kingdom,Phylum,Class,Order,Family,Genus,Species,taxa,man_taxa
asv_004863,6787,390,7177,17.4025641,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,mesosinicum,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium mesosinicum
asv_006436,3049,2225,5274,1.370337079,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,mesosinicum,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium mesosinicum
asv_003237,4525,6262,10787,0.722612584,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,mesosinicum,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium mesosinicum
asv_001699,9365,10226,19591,0.915802855,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,mesosinicum,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium mesosinicum
asv_002797,5027,7359,12386,0.683109118,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,mesosinicum,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium mesosinicum
asv_006509,2782,2432,5214,1.143914474,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,mesosinicum,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium mesosinicum
asv_003285,6049,4572,10621,1.323053368,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,mesosinicum,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium mesosinicum
asv_004200,7236,1035,8271,6.991304348,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,mesosinicum,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium mesosinicum
asv_002947,5840,5923,11763,0.985986831,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,mesosinicum,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium mesosinicum
asv_004134,8004,427,8431,18.74473068,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,mesosinicum,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium mesosinicum
asv_003612,5722,3922,9644,1.458949516,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,mesosinicum,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium mesosinicum
asv_001309,10492,13861,24353,0.756943943,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,mesosinicum,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium mesosinicum
asv_002594,7952,5304,13256,1.499245852,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,mesosinicum,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium mesosinicum
asv_000791,19083,17961,37044,1.062468682,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,mesosinicum,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium mesosinicum
asv_002114,15463,625,16088,24.7408,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,mesosinicum,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium mesosinicum
asv_001571,9426,11544,20970,0.816528067,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,mesosinicum,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium mesosinicum
asv_003241,9469,1298,10767,7.295069337,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,phaseoli,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_003229,10427,387,10814,26.94315245,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,phaseoli,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_002925,6984,4889,11873,1.428512988,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,phaseoli,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_004407,4669,3241,7910,1.440604752,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,phaseoli,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_002620,7872,5264,13136,1.495440729,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,phaseoli,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_001283,12061,12636,24697,0.954495093,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,phaseoli,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_004998,5407,1577,6984,3.428662016,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,phaseoli,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_001734,9456,9681,19137,0.976758599,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,phaseoli,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_010633,2031,782,2813,2.597186701,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,phaseoli,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_003965,3854,4957,8811,0.777486383,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_008135,2232,1734,3966,1.287197232,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_006189,3195,2339,5534,1.365968363,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,multihospitium,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_006878,2526,2327,4853,1.085517834,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,multihospitium,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_008878,3404,163,3567,20.88343558,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_008566,3083,643,3726,4.794712286,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_005108,4572,2240,6812,2.041071429,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_007380,2828,1661,4489,1.702588802,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_003796,4315,4867,9182,0.886583111,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_008327,2329,1523,3852,1.529218647,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_006207,5176,336,5512,15.4047619,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_004064,4612,3972,8584,1.161127895,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_002487,6570,7206,13776,0.911740216,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_000986,17168,13588,30756,1.263467766,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_003791,5876,3316,9192,1.772014475,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_002009,11729,5140,16869,2.281906615,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_001620,10841,9535,20376,1.136969061,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_003620,6179,3444,9623,1.794134727,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_001741,11313,7798,19111,1.450756604,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,phaseoli,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_002357,13745,755,14500,18.20529801,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_006794,1659,3279,4938,0.505946935,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,favelukesii,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_003366,4248,6124,10372,0.693664272,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium phaseoli-multihospitium-favelukesii
asv_007017,3696,1064,4760,3.473684211,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_003628,3844,5751,9595,0.668405495,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_005811,1987,3905,5892,0.508834827,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_003008,4181,7363,11544,0.567839196,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_001619,6352,14026,20378,0.452873235,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_001123,8756,18848,27604,0.464558574,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_007886,2140,1989,4129,1.075917547,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_001689,6542,13153,19695,0.497377024,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_002467,13425,496,13921,27.06653226,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_002244,6688,8486,15174,0.788121612,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_003762,3893,5372,9265,0.724683544,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_006832,4571,330,4901,13.85151515,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_002849,10032,2164,12196,4.635859519,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_001821,8473,9886,18359,0.857070605,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_003410,4047,6184,10231,0.654430789,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_001546,8189,13025,21214,0.628714012,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_000826,12384,23378,35762,0.529728805,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_000513,17747,31750,49497,0.55896063,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_004174,5008,3365,8373,1.488261516,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_000856,13350,21430,34780,0.622958469,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_001348,20777,2977,23754,6.979173665,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_001249,14728,10462,25190,1.407761422,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_003035,9796,1649,11445,5.940570042,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_002603,6805,6388,13193,1.065278647,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_001493,7697,14103,21800,0.545770403,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,NA,Mesorhizobium,Mesorhizobium huakuii
asv_000922,13990,18834,32824,0.742805564,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_004540,3543,4147,7690,0.854352544,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_002711,6001,6723,12724,0.892607467,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_000725,15832,23374,39206,0.67733379,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_000396,28386,31803,60189,0.892557306,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,huakuii,Mesorhizobium,Mesorhizobium huakuii
asv_005413,2689,3682,6371,0.730309614,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_001818,10128,8216,18344,1.23271665,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_005079,1580,5278,6858,0.299355817,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_002038,6102,10583,16685,0.576585089,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_000723,12007,27234,39241,0.44088272,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_001869,3788,14113,17901,0.268405017,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_002686,2673,10155,12828,0.263220089,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_001114,8103,19683,27786,0.41167505,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_003815,3899,5245,9144,0.743374643,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_003328,5757,4745,10502,1.213277134,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_000669,17282,23925,41207,0.722340648,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_002221,12676,2673,15349,4.742237187,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_001650,7999,12092,20091,0.661511743,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_004051,2461,6154,8615,0.399902502,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_001842,5607,12488,18095,0.448991031,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_002913,3201,8714,11915,0.367339913,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_005863,2628,3194,5822,0.822792736,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_004701,2973,4444,7417,0.668991899,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_001474,11756,10293,22049,1.142135432,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_002811,6240,6095,12335,1.023789992,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_002656,12113,847,12960,14.30106257,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_001222,9478,15970,25448,0.59348779,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_003208,6811,4055,10866,1.679654747,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,ultimimeridianus,Nocardioides,Nocardioides 
asv_004076,4640,3917,8557,1.184580036,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,ultimimeridianus,Nocardioides,Nocardioides 
asv_002897,7307,4652,11959,1.57072227,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,ultimimeridianus,Nocardioides,Nocardioides 
asv_003994,4301,4457,8758,0.964998878,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,ultimimeridianus,Nocardioides,Nocardioides 
asv_003573,6722,3042,9764,2.20973044,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Nocardioides,Nocardioides 
asv_011452,1012,1554,2566,0.651222651,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA,f_Nocardioidaceae,Nocardioides 
asv_004880,2984,4168,7152,0.715930902,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA,f_Nocardioidaceae,Nocardioides 
asv_012336,1664,650,2314,2.56,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA,f_Nocardioidaceae,Nocardioides 
asv_014064,1779,148,1927,12.02027027,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA,f_Nocardioidaceae,Nocardioides 
asv_012596,1289,962,2251,1.33991684,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,NA,Marmoricola,Nocardioides 
asv_006402,2755,2552,5307,1.079545455,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA,f_Nocardioidaceae,Nocardioides 
asv_003580,3862,5877,9739,0.657137996,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA,f_Nocardioidaceae,Nocardioides 
asv_007554,2013,2351,4364,0.856231391,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA,f_Nocardioidaceae,Nocardioides 
asv_005711,3882,2132,6014,1.820825516,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA,f_Nocardioidaceae,Nocardioides 
asv_004548,3951,3732,7683,1.058681672,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA,f_Nocardioidaceae,Nocardioides 
asv_008562,2097,1632,3729,1.284926471,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,iriomotensis,Nocardioides,Nocardioides 
asv_003211,5123,5739,10862,0.892664227,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA,f_Nocardioidaceae,Nocardioides 
asv_007779,2379,1821,4200,1.306425041,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA,f_Nocardioidaceae,Nocardioides 
asv_004798,3661,3614,7275,1.013004981,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA,f_Nocardioidaceae,Nocardioides 
asv_007787,3724,472,4196,7.889830508,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA,f_Nocardioidaceae,Nocardioides 
asv_002271,13865,1177,15042,11.77994902,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA,f_Nocardioidaceae,Nocardioides 
